tweet_id,sentiment,tasks,users,technologies,organizations,job_competencies,job_profiles,nouns,verbs,adjectives,subjects,objects,predicates,topic
1597748714163998720,positive,,mechanics,,,quantum mechanics,,"gpt4, texttovideo, entertainment, education, advertising, eg, minute, video, quantum, mechanics, way, ad, product","combined, optimised, transform, imagine, prompting, create, simplifies, create","engaging, gripping, second","gpt4 combined with an eventually optimised texttovideo, advertising eg imagine prompting, which, which simplifies quantum mechanics in an engaging way","an eventually optimised texttovideo, entertainment education and, a 10 minute video which simplifies quantum mechanics in an engaging way create a gripping 10 second ad for my product, quantum mechanics, an engaging way, a gripping 10 second ad for my product, my product",transform,"chatgpt, ai, will"
1597748467237261312,positive,,,model,GPT3,"think creatively, use personal organization software",prompter,"design, techniques, images, step, pick, image, category, gpt3, images, ideas, time, yesterday, model","automated, dont, have, know, get, comes, match, adding, got","prompt, good, new, better, new","you, this good step 1, gpt3, these","any prompt design techniques, images this good step 1 pick an image category and gpt3 comes up with images to match adding new ideas all the time these got much better yesterday with the new model, an image category, images to match adding new ideas all the time these got much better yesterday with the new model, new ideas, the new model",have,"multimodal, images, gpt4, text, inputs, next week, images as, multimodal model, videos, as input, gpt4 will, as inputs, text inputs, visual"
1597748187434864640,neutral,,,,ArtBlocks,,,"mint, nft, dmitri, cherniak, artblocks",,username,mint nft by dmitri cherniak with artblocks,"dmitri cherniak, artblocks",username,"nfts, nftcommunity, opensea, collection, nft collection, nftart, web3, eth, nftcollector, nft project, crypto, nftartist, nft nfts, metaverse, nft nftcommunity, bitcoin, cryptoart, mint, nftgiveaway"
1597748186256273408,neutral,,,,NFT,,,"chance, cherniak, username","take, win","nft, dmitri",,"chance to win nft by dmitri cherniak, nft, dmitri cherniak",take,"nfts, nftcommunity, opensea, collection, nft collection, nftart, web3, eth, nftcollector, nft project, crypto, nftartist, nft nfts, metaverse, nft nftcommunity, bitcoin, cryptoart, mint, nftgiveaway"
1597747956241027072,neutral,takes years,,,"Are Echo, GPT",,product assembly inspector,"username, siri, gpt, i, years, technologies, products","are, based, dont, think, takes, get, built","echo, new","username, i, it, new technologies","gpt, years, products",are,"chatgpt, ai, will"
1597747805396795392,positive,,,,GPT3,,,"openai, upgrades, poetry, lyrics","gpt3, stunning, rhyming",,openai upgrades gpt3,rhyming poetry and lyrics,stunning,"chatgpt, ai, will"
1597747631404769280,positive,,,,GPT3,,,"gpt3, stablediffusion, username, dalle, results","powered, updated, davinci003, are","little, prettypretty","its powered by gpt3, the results","gpt3, davinci003 stablediffusion 15 username and just a little dalle",updated,"davinci, davinci003, textdavinci003, model, davinci model, gpt35turbo, api, textdavinci002, gpt3 davinci, cheaper, davinci3, chatgpt api, models, 10x cheaper, gpt3 textdavinci003, da vinci"
1597747499892346880,negative,,,,,stock market,,"lots, speculation, gpt4, stock, market","heres, i, think, wont, do, replace, become, predict",sentient,"lots of speculation around gpt4 but heres what i think it wont do replace you become sentient, i, it, you","speculation around gpt4, gpt4, what, the stock market",predict,"chatgpt, ai, will"
1597747386897420288,neutral,,,assembly language,,"Assembly (computer programming), terminology",,"gpt5, assembly, language",run,,gpt5,assembly language,run,"chatgpt, ai, will"
1597746823229153280,neutral,,,google sheets,,"algorithms, use spreadsheets software",,"lol, gpt3, sheets, formula","means, generate, ai","username, google","username lol, you","gpt3, google sheets, a formula",means,"chatgpt, ai, will"
1597746522095243264,neutral,,,database,,"electricity principles, database",,"nobel, prize, use, gpt4, papers, database, peer, paper, papers, output, paper","want, generate, reviewed, use, search, humanity","free, unique, scientific, current, new, beneficial, easy",you,"a free nobel prize use gpt4 to generate unique scientific papers from the database of every current peer reviewed paper, gpt4, unique scientific papers, the database of every current peer reviewed paper, every current peer reviewed paper, it, these new papers, the paper most beneficial, its",use,"chatgpt, ai, will"
1597746491082559488,neutral,,,,,,,"gpt4, boston7, scores, word, sponsors",be,,gpt4 boston7,"more scores but first a word from our sponsors, our sponsors",be,"chatgpt, ai, will"
1597745842907099136,neutral,,"anyone, man",internet,GPT3,,,"gpt3, amount, text, internet, i, anyone, i, heres, convo, wise, man, cc, username","is, is, trained, means, talk, want, having, called","crazy, massive, fictional, vod","this, too crazy gpt3, which, i, i, me","a massive amount of text from the internet which means i can talk to literally anyone i want, text, the internet which means i can talk to literally anyone i want, literally anyone i want, a convo, a fictional wise man called vod cc username",is,"chatgpt, ai, will"
1597744742972149760,positive,,lawyers,,GPT3,,,"course, gpt4, order, magnitude, lawyers, attention","is, is, rumoured, be, be, paying","gpt3, powerful","this, gpt3 and gpt4, more powerful us lawyers","course, magnitude, attention",rumoured,"chatgpt, ai, will"
1597744699263131648,positive,,,,GPT3,,,"openai, upgrades, poetry, lyrics","gpt3, stunning, rhyming",new,new openai upgrades gpt3,rhyming poetry and lyrics,stunning,"chatgpt, ai, will"
1597744461249138688,negative,,,,GPT3,,,"way, meatbags, gpt3, poetry, lyrics","openai, stunning, rhyming","pitiable, upgrades","you, openai upgrades gpt3","the way you pitiable meatbags openai upgrades gpt3 stunning with rhyming poetry and lyrics, rhyming poetry and lyrics",out,"chatgpt, ai, will"
1597744399265714176,positive,,,,GPT3,"take affidavits, design principles",,"form, state, end, affidavit, affidavit, support, gpt3","is, is, does",good,"it, the affidavit, what the affidavit is in support of and gpt3","the end of the affidavit, the affidavit, support of and gpt3, this",does,"chatgpt, ai, will"
1597743652960612352,positive,write an affidavit,,,"GPT3, AI, AI","take affidavits, use personal organization software, work independently",,"gpt3, i, gpt3, affidavit, ai, work, time, seconds, text, ai","asked, write, see, took, is","legaltech, surreal, real, green","i, this, the green text","gpt3, an affidavit, me, work, real time this took about 2 seconds, about 2 seconds",asked,"chatgpt, ai, will"
1597743267600543744,neutral,actually get her pronouns,her,,,"patents, use personal organization software",,"scene, niles, trans, pronouns, time","gpt3generated, comes, got, get",frasier,"niles, trans, it",her pronouns,scene,"she, her, dating, shes, relationship, tinder, girl, girlfriend, dating profile, breakup, online dating, pickup, chatgpt, gf, she has, dating apps, me"
1597742946073604096,positive,,,,ArtBlocks,,,"i, ringers, cherniak, artblocks","win, nft, username",dmitri,i,"nft, ringers with dmitri cherniak and artblocks, dmitri cherniak and artblocks",win,"nfts, nftcommunity, opensea, collection, nft collection, nftart, web3, eth, nftcollector, nft project, crypto, nftartist, nft nfts, metaverse, nft nftcommunity, bitcoin, cryptoart, mint, nftgiveaway"
1597742786471919616,negative,,people,,GPT,"acoustics, computer programming, work independently",,"observation, gpt, series, ais, turing, test, work, nothing, people, thing, sounds, janet","are, going, fail, has, gone, making, are, damn","much, acceptable","observation gpt series ais, so much work, them, they, people damn thing","the turing test, janet",going,"chatgpt, ai, will"
1597742688354254848,positive,,,,"OpenAI, GPT3",,,"catnews, poetry, lyrics, technews, technology","upgrades, stunning, rhyming","gpt3, tech",openai upgrades gpt3,"rhyming poetry and, tech technews technology",catnews,"chatgpt, ai, will"
1597742686261297152,positive,,,,GPT3,,,"catnews, openai, upgrades, poetry, lyrics","crypto, gpt3, stunning, rhyming",tech,,rhyming poetry and lyrics,catnews,"chatgpt, ai, will"
1597742295100579840,neutral,includes topics,,,GPT3,,,"gpt3, article, summary, activity, altruism, ea, lw, forums, topics, updates, pandemic","is, november, includes, ranging","weekly, effective, lesswrong, global","this article, it","the activity, the effective altruism, november 14th, november 27th, 2020, topics ranging from updates on the global pandemic, updates on the global pandemic, the global pandemic",is,"chatgpt, ai, will"
1597742202410655744,neutral,,,"flops, reduce",GPT,ML (computer programming),,"username, pretraining, dense, finetuning, flops, models, sparsity, loss, downstream, task, metrics, sparsity, ml","introduced, reduce, training, using, read, ai","sparse, computational, gpt, weight, significant","we, sparsity","username, the computational flops of training gpt models using weight sparsity without significant loss in downstream task metrics, gpt models using weight sparsity without significant loss in downstream task metrics, weight sparsity, significant loss in downstream task metrics, downstream task metrics",introduced,"chatgpt, ai, will"
1598005333691338752,neutral,,,,GPT3,,,"gpt3, textdavinci003",coding,,,gpt3 textdavinci003,coding,"davinci, davinci003, textdavinci003, model, davinci model, gpt35turbo, api, textdavinci002, gpt3 davinci, cheaper, davinci3, chatgpt api, models, 10x cheaper, gpt3 textdavinci003, da vinci"
1598005226404839424,positive,,,,"GPT3, Second The Infinite Dataset Hallucinator",,,"gpt3, feel, possibilities, dataset, hallucinator, education, toy, examples","first, cool, enables, get, prompting, opens, second, be, explore","new, infinite, useful","what now first its really cool, what gpt3, what gpt3 enables once you get a feel for prompting it, you, the infinite dataset hallucinator itself","what, a feel for prompting it, it, new possibilities, education and toy examples, it",opens,"chatgpt, ai, will"
1598005218981347328,neutral,,,"api, python",GPT3,"patents, LESS, Python (computer programming)",prompter,"details, tool, tool, jupyter, notebook, api, call, gpt3, prompt, tool, query, cent, p","consists, python, openais, took, build, costs","right, less, less, n","some details about the tool the tool consists of a jupyter notebook, the tool, it, a query","the tool the tool consists of a jupyter notebook, a jupyter notebook, an api call to openais gpt3 and the right prompt it took me less than 2h to build the tool a query costs less than 1 cent for n 30, openais gpt3, me, less than 2h, 2h, the tool a query costs less than 1 cent for n 30, less than 1 cent, n 30, 7",python,"chatgpt, ai, will"
1598005214266937344,positive,,,,GPT3,,,"applications, artificialintelligence, companies, upgrades, skills","openai, gpt3","impressive, new", applications artificialintelligence companies,"upgrades, gpt3, impressive new skills",openai,"openai, gpt4, ml read, gpt ml, starts release, ai known, openai starts, microsoftbacked openai, read more, as gpt4, powerful, more here, known as, powerful ai, ai gpt, ai model, openai gpt4"
1598004937602260992,neutral,,,,,,writer,"idea, frontend, writer, cc, username","working, thoughts",gpt3,,"the idea frontend for my gpt3 writer, my gpt3 writer",thoughts,"chatgpt, ai, will"
1598004094064525312,neutral,,users,model,"Cerebras AI Model Studio, Transformer GPTclass, WaferScale Clusters Read, VentureBeat","electrical machines, ML (computer programming), review unpublished articles",,"cerebras, model, studio, innovation, cloud, users, transformer, gptclass, models, clusters, article, venturebeat, ml","ai, is, hosted, allows, train, read, llm","new, username, ai, generative, username, waferscale","the new cerebras, which, users","the username ai innovation cloud, generative transformer gptclass models, username waferscale clusters, the article, venturebeat",ai,"transformer, pretrained, generative pretrained, pretrained transformer, transformers, gpt generative, stands, language, architecture, model, pretraining, chat generative, developed, generative pretraining, models, transformer architecture, gpt stands, openai, transformer gpt"
1598004016465813504,positive,,,,GPT3,,,"openai, upgrades, poetry, lyrics","gpt3, stunning, rhyming",,openai upgrades gpt3,rhyming poetry and lyrics,stunning,"chatgpt, ai, will"
1598003675196141568,positive,"powered telegram, it using prompts",,"chatbot, programming language","GPT3, IMO","design principles, terminology",,"lots, fun, gpt3, bot, form, highlevel, programming, language, buildinpublic, i, muse, chatbot","having, powered, finetune, using, prompts, use, want, do","telegram, simple, new, imo, conversational","having lots of fun with my gpt3 powered telegram, i, you","lots of fun, fun, my gpt3 powered telegram, its quite simple, it, prompts, a new form of highlevel programming language, highlevel programming language, a muse, what, a conversational chatbot to do for you, you","bot, buildinpublic, use","chatgpt, ai, will"
1598003262342705152,neutral,,,basic,"SQL, GPT3",database management systems,,"sql, requests, concepts, revenue, cohort, conversion, rate, gon, gpt3, examples, tomorrow, testing, purposes","end, aov, try, finetune, lets, see, goes","basic, table, few, pure","aov cohort table conversion rate etc, it","33 sql requests with basic concepts like revenue, basic concepts like revenue, revenue, gpt3, these few examples, pure testing purposes, lets",end,"chatgpt, ai, will"
1598003262065881088,positive,generated an entire story,,,AIgenerated cc,,,"gpt3, insane, story, lines, everything, cc","playing, generated, gave, is, aigenerated","w, entire, few, top, green, username","it, i","w gpt3, its insane, an entire story for me, me, just a few lines i gave it at the top everything in green, it, the top everything in green, green",generated,"chatgpt, ai, will"
1598003156361052160,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1598002786058129408,neutral,,,aztec,,report facts,,"reports, drill, results, zone, cervantes, au","continued, project, including","aztec, strong, california, gpt",aztec reports,"strong drill results from california zone, california zone, cervantes project including 073 gpt au over 1140, 073 gpt au over 1140, 1140",continued,"chatgpt, ai, will"
1598002692407689216,positive,,"him, soon",,"Gpt3, Naruto",use questioning techniques,,"web, app, anime, mc, chat, bot, gpt3, questions, anything, link","got, hooked, felt, talking, heres, built, using, talk, naruto, ask, drop, cc","w, username, favourite, ive, username","my web app, mc, i, you, literally anything","w username, your favourite anime, gpt3, naruto, questions about literally anything will drop a link soon, a link","got, bot, talk","chat gpt, ai, ai chat, gpt ai, gpt3, gpt4, open ai, chatbots"
1598002683356491776,neutral,,,,,,,"test, wrap",doing,username,,"another test, wrap",username,"chatgpt, ai, will"
1598002177724731392,positive,,,model,GPT,,prompter,"thread, gpt, outputs, nonsense, earnest, response, sense, model, nonsense, sense, strings","interesting, solicits, makes, are, naive","great, latest, prompt, utter, valid, sure, innocent","great thread of latest gpt outputs interesting, any prompt even utter nonsense, which","latest gpt outputs interesting, an earnest response which makes sense to the model nonsense and sense, sense, the model nonsense and sense",solicits,"chatgpt, ai, will"
1598001625095757824,neutral,,,,GPT3 Final,,,"emails, tally, everything","write, was, was, said, done, heres, do","i, gpt3, final, north","i, how i write emails with gpt3 final tally, everything, you","emails with gpt3 final tally, gpt3 final tally, 500000, heres, what",was,"chatgpt, ai, will"
1598001623753789440,neutral,,,,GPT3,,,"spin, ai, trolley, problems, gpt3",,"new, ethical",a new spin to ethical,gpt3,ai,"gpt4, ai, gpt3, deeplearning gpt, ai gpt, will, future, gpt ai, ai tech"
1598001287618244608,positive,,human,magic,GPT3,statistics,,"username, datasets, magic, data, human, loop","love, know, theyre, using, wheres, coming","surprising, more, gpt3, special","username so surprising, they, the gpt3 magic","more about the datasets theyre using wheres the gpt3 magic coming from special data human in the loop, the datasets theyre using wheres the gpt3 magic coming from special data human in the loop, special data human in the loop, the loop",love,"chatgpt, ai, will"
1598000610452082688,neutral,,,robot,GPT3,,,"gpt3, robot, i, robot, circuitry","are, am, do, want, see",sexy,"gpt3, you, i, you",my sexy circuitry,want,"chatgpt, ai, will"
1598000380918771712,neutral,,,model,GPTJT,,,"gptjt, username, fork, gptj, model, machines, connections, move, towards, network, model, training, demo, username","was, trained, connected, decentralizing","eleutherais, massive, large, neural","gptjt from username a fork of eleutherais gptj, 6b model","a fork of eleutherais gptj, eleutherais gptj, machines connected via up to 1gbps connections a massive move towards decentralizing large neural network model training demo it on username here, 1gbps connections, a massive move towards decentralizing large neural network model training demo it on username here, large neural network model training demo, it, username",trained,"parameters, model, training, models, gpt3, trillion, trained, gpt4, trillion parameters, gpt models, data, size, gpt5, training data, billion, billion parameters"
1598000369606725632,positive,,,,"Fermat, Use GPT3 Stable Difussion, Lexica","database, work independently",,"ai, workflows, creativity, coding, use, gpt3, difussion, dalle, connect, databases, lexica, work","creating, required, augment","own, generative, fermat, stable","creating your own generative, no coding required use gpt3 stable difussion dalle","your own generative, creativity inside fermat, fermat, databases like lexica, lexica, your work",ai,"chatgpt, ai, will"
1598000224412356608,positive,,,"aiml, rss","GPT3, AI MachineLearning DataScience, ArtificialIntelligence Trending AIML, Identified Digested",R,,"openai, upgrades, skills, datascience, artificialintelligence, article, granola, rss, bot, ramsey, elbasheer","gpt3, ai, machinelearning, trending, identified","impressive, new, aiml, digested, machinedriven","openai upgrades, openai upgrades gpt3 with impressive new skills","impressive new skills, datascience artificialintelligence trending aiml article identified digested via granola a machinedriven rss bot by ramsey elbasheer, aiml article identified digested via granola a machinedriven rss bot by ramsey elbasheer, granola a machinedriven rss bot, ramsey elbasheer",machinelearning,"chatgpt, ai, will"
1597999497027649536,neutral,,,,GPT3,"Source (digital game creation systems), securities, dies",,"gpt3, musk, article, elon, musk, source, phone, system, security, privacy, article, advantages, source, system, security","recommends, use, improve, outlines, using","open, open, such, improved","gpt3 musk, this article, elon, musk, the article","an open source phone system, his security and privacy, the advantages of using an open source system such as improved security, an open source system such as improved security, improved security","recommends, the","musk, elon musk, twitter, musks, elonmusk, elon musks, tesla, he, spacex, controversial, his, chatgpt elon, ceo, musk has, mars, ceo elon, twitters ceo, hes"
1597999437372362752,positive,,,,GPT3,,,"openai, upgrades, skills",gpt3,"impressive, new",openai upgrades,impressive new skills,gpt3,"openai, gpt4, openai gpt, api, openai has, gpt3, openai gpt4, trademark, gpt4 openai, model, gpt5, openai api, from openai, if openai, access, models, openai gpt3"
1597999429667422208,positive,,,,GPT3,,,"applications, artificialintelligence, openai, upgrades, skills",gpt3,"impressive, new", applications artificialintelligence openai upgrades,impressive new skills,gpt3,"chatgpt, ai, will"
1597999385887088640,neutral,,,impact,"GPT3, AI","electricity principles, interview people, terminology",,"insights, interview, peter, welinder, designers, gpt3, language, models, impact, creation, ai, today","npews, written, know","key, username, username, current, potential, content, generative","key insights from username interview with username peter welinder, we","username interview with username peter welinder, username peter welinder, one of the designers of the gpt3 on the language models current and potential impact on written content creation, the designers of the gpt3 on the language models, the gpt3, the language models, written content creation, it",npews,"chatgpt, ai, will"
1597999245423935488,neutral,,,,GPT3,"make decisions, design principles",,"gpt3, article, biases, part, cognition, humans, decisions, form, opinions, engines, cognition, decisions","argues, are, rely, make, are, seen, enabling, make","essential, quick","this article, biases, humans, they, engines of cognition","cognition, them, decisions, opinions they are seen as engines of cognition enabling us to make quick decisions in, cognition, us, quick decisions",argues,"chatgpt, ai, will"
1597999052938825728,neutral,,child,chatbot,GPT3,,,"shares, child, chatbot, chatbot, day","create, using, sharing, reflecting","username, own, inner, gpt3",,"your own inner child chatbot, gpt3, the reflecting, the chatbot",shares,"bot, gpt bot, bots, chatbot, gpt chatbot, gpt bots, gpt3, chatbot gpt, chat gpt, discord, discord bot, chatbots, building chatbot, chat bot, gpt4, gpt3 chatbot, own documents, chat bots"
1597998897410052096,neutral,,,"flops, model",GPT3,,,"sparse, gpt3, models, systems, results, fraction, inference, model, reduction, flops, performance","trained, demonstrated, achieve, flops, achieved, matching, learn","unstructured, cs2, competitive, sparse, more","we, we, our 838 sparse model","unstructured sparse 13b gpt3 models on cs2 systems, cs2 systems, competitive results, a fraction of the inference, the inference, a 3x reduction in flops at matching performance, flops at matching performance, matching performance",trained,"parameters, model, training, models, gpt3, trillion, trained, gpt4, trillion parameters, gpt models, data, size, gpt5, training data, billion, billion parameters"
1597997786968260608,positive,,,,GPT3,,,"gpt3, future","seem, be","username, optimistic",username gpt3,the future,seem,"chatgpt, ai, will"
1597997528494264320,neutral,,,,,similitude,,"predictions, event, tweet, neuralink, voice, flexibility, demonstration, elon, brain, body, shrimp, presentation, position","uplifted, convinces, has, spends","username, first, inner, gpt4, homuncular, fetal","my predictions for the username event uplifted shrimp, the first tweet via neuralink, he, he","the username event uplifted shrimp, neuralink, your inner voice with gpt4 homuncular flexibility demonstration elon, gpt4 homuncular flexibility demonstration elon, his brain, the body of a shrimp he spends the presentation in the fetal position, a shrimp, the presentation in the fetal position, the fetal position",upgrade,"chatgpt, ai, will"
1597996874547757056,positive,presents reponses,human,,GPT3,,,"gpt3, human, way, reponses","is, feels, presents",good,"gpt3, it, it","the way it presents reponses, reponses",is,"gpt3, code, code spelled, scratch, spelled out, lets build, build gpt, from scratch, karpathy, coding, gpt from, andrej karpathy, gpt3 gpt3"
1597996674638819328,positive,fix the product translations,"human, boy",,GPT3,,,"gpt3, product, translations, machine, text, feels","used, fix, boy, doing","natural, human",the machine text,"gpt3, the product translations, a human doing it, it","used, feels","chatgpt, ai, will"
1597995679422754816,neutral,gave a brilliant response,users,twitter,GPT3,communication,,"i, textdavinci003, twitter, users, response, lot, twitter, conversations, drama, junkies","asked, seems, are, gave, puts","gpt3, angry, brilliant, perspectivewere","i, it, twitter users, it","gpt3 textdavinci003, a brilliant response, a lot of twitter conversations in perspectivewere drama junkies, twitter conversations in perspectivewere drama junkies, perspectivewere drama junkies",asked,"twitter, tweets, gpt, gpt4, gpt3, feed, tweeting, gpt twitter, threads"
1597994882877952000,neutral,,,,,,,"neuralink, package, voice, gpt4","lets, update, use","premium, inner","the neuralink premium package, you","your inner voice, gpt4",username,"voice, whisper, speechtotext, audio, api, texttospeech, transcription, voices, voice assistant, app, voiceover, recognition, interface, voiceai"
1597994137714069504,negative,,copywriters,,GPT3,,,"fire, copywriters, year, gpt3","did, spotify, replace",,,"fire, its copywriters, them, gpt3",spotify,"chatgpt, ai, will"
1597994012966649856,neutral,packaged prompts,,,"apps implementing, GPT3",,,"bunch, apps, gpt3, prompts, buttons, heels, fund","be, noted, implementing, packaged, are, doing","username, likely, openais, new","it, a bunch of apps implementing gpt3 packaged prompts as buttons","apps, gpt3 packaged prompts, buttons, the heels of openais new fund, openais new fund",username,"prompt, prompts, gpt prompts, gpt4, gpt3, output, gpt3 prompt, effective gpt3, prompt engineering, prompt gpt, gpt4 prompts"
1597993181970210816,neutral,,human,"deep learning, model","GPT3, Generative Pretrained Transformer 3","electrical machines, deep learning, terminology",,"gpt3, transformer, language, model, text, im, iteration, content","is, is, uses, learning, produce, guessing, means, be, written","username, generative, pretrained, autoregressive, humanlike, next, good, indistinguishable, human","username gpt3, generative pretrained transformer 3, that, i, he, the next iteration","deep learning, humanlike text, human written content",is,"transformer, pretrained, generative pretrained, pretrained transformer, transformers, gpt generative, stands, language, architecture, model, pretraining, chat generative, developed, generative pretraining, models, transformer architecture, gpt stands, openai, transformer gpt"
1597992883185156096,neutral,,,,GPT3,,,gpt3,sorry,,,,sorry,"chatgpt, ai, will"
1597992758148444160,positive,,,,gpt3,,,"office, email, cool","be, gpt3, produced","username, future, im","all future office email, i",that,username,"chatgpt, ai, will"
1597992540334338048,neutral,,,,,,,"username, attentjonnnnnn",gpt,lookin,you,"lookin, attentjonnnnnn",username,"chatgpt, ai, will"
1597992092646924288,neutral,,monkeys,c,"GPT3, CRL List",C++,,"gpt3, rescue, crl, list, countries, c, monkeys, year, canada, china, colombia, congo, costa, cote, divoire, croatia, cuba, cyprus","starting, export, cambodia",rica,that,"the rescue crl, all countries starting with c, c, 30000 monkeys, cambodia canada china colombia congo costa rica cote divoire, croatia cuba cyprus",list,"chatgpt, ai, will"
1597991318579355648,positive,personalize to the user,user,,"GPT3, AI",,,"encourage, amount, value, gpt3, implementations, apps, frontend, user, product","try, provides, are, is, agree, want, see, personalize, specialize","username, id, generic, other, large, i, ai","i, d, other apps, a frontend, i, we","you, it, the amount of value gpt3, value gpt3, generic implementations where other apps are basically, you, that, the user, the product","username, agree","chatgpt, ai, will"
1597990958859448320,neutral,,toddler,,GPT3,use personal organization software,,"time, toddler, questions, gpt3","asks, ill, tell, go","username, perfect, next, ridiculous",my toddler,"ridiculous questions then ill, them, gpt3",tell,"chatgpt, ai, will"
1597990735584059392,neutral,explain a concept,,google,LPT Asking GPT3,search engines,,"lpt, gpt3, concept, google, catches, shortcut, bookmarks, bar, concept, im","asking, explain, is, google, add, enter, be, explained","much, faster, least","lpt, lpt asking gpt3 to explain a concept, google","gpt3, a concept, it, this shortcut to your bookmarks bar, your bookmarks bar, the concept to be explained like i, i",is,"chatgpt, ai, will"
1597990630172819456,positive,,,,gpt,,,"hey, drill, results, today, azztf, aztv, weeks, mind, gpt, heapleach, style, mineralization","featured, keep, is","username, fantastic, openpit",73 gpt over 114m,"fantastic drill results, azztf aztv, mind, 114m",keep,"chatgpt, ai, will"
1597990305113874432,positive,,,,GPT,statistics,,"theres, directions, gpt, indexlike, structs, information, generalizations, data, examples, example, play","exciting, using, synthesize, want, check, come","better, titanic",you,"gpt indexlike, structs, information for better generalizations of data examples, better generalizations of data examples, data examples, the titanic example, it",s,"chatgpt, ai, will"
1597990300676300800,neutral,,,,GPT,,,"index, datapoint, document, list, index, index, relationship, features, survival, answer, see","lets, try, using, insert, query, is, predicting, returned, is","gpt, informative","lets, we, we, which, the returned answer","gpt index, each datapoint, a document into our list index, our list index, our index which is the relationship between these features and, these features, survival",try,"chatgpt, ai, will"
1597990299296374784,neutral,,,,GPT,seed the ground,prompter,"gpt, prompt, training, examples, example, datapoint, left, accuracy, sample, tuning, prompting","try, seeding, see, is, seems, need, be","more, fewshot, effective","we, the accuracy, we","the gpt prompt, 10 training examples, an example datapoint in the left, the left, the 40point sample, more tuning for fewshot prompting to be effective, fewshot prompting",try,"chatgpt, ai, will"
1597990298130731008,positive,,,,GPT,,,"training, achieves, accuracy, sample, test, datapoints","prompting, examples, gpt",zeroshot,zeroshot prompting no training examples gpt,"no training examples gpt, 80 accuracy, a sample of 40 test datapoints, 40 test datapoints",achieves,"chatgpt, ai, will"
1597990296905621504,neutral,,,,"GPT, GPT",,prompter,"capability, gpt, gpt, index, probability, survival, dataset, datapoints, predictor, prompt, test, datapoint, training, examples","start, test, predict, evaluate, limited, use, see, predict, given","context, eg","we, we, i, we","the capability of gpt itself no gpt index, gpt itself, probability of survival we evaluate over a dataset of 40 datapoints im limited by, survival, a dataset of 40 datapoints im limited by, 40 datapoints im limited by, a predictor prompt, a test datapoint, context eg training examples",start,"chatgpt, ai, will"
1597990295794520064,neutral,prompting results,,supervised learning,"GPT, GPT",,,"index, datasets, example, classifier, dataset, username, results","help, summarize, help, learning, tried, training, using, prompting","gpt, supervised, toy, classic, titanic, gpt","gpt index, we","datasets, a toy example, a classifier, the classic titanic dataset, gpt prompting results",help,"chatgpt, ai, will"
1597989603247591424,positive,,,model,GPT3,terminology,,"openai, upgrades, poetry, lyrics, refinement, language, model, compositions, styles, technology, technews, teknocks, rtechnology","gpt3, stunning, rhyming, ai, generates, rhyming","various, tech","openai upgrades gpt3, openai upgrades gpt3 stunning with rhyming poetry and lyrics refinement to ai language model","rhyming poetry and lyrics, compositions in various styles technology tech technews teknocks, various styles technology tech technews teknocks, rtechnology",generates,"chatgpt, ai, will"
1597989596578869248,neutral,contain untrue facts,,,GPT3,,,"username, i, bit, note, parts, essay, gpt3, facts","was, were, written, contain","clickbaity, untrue","i, clickbaity note parts of this essay, it","this essay, gpt3, untrue facts","username, contain","essay, students, essays, plagiarism, gpt, school, kids, gpt3, education, using gpt, teachers, use gpt, their, teaching, if, think, grade, cheating, write, papers, will"
1597988920117043200,positive,train a chatbot,"child, person",chatbot,"Saved Heres, GPT3",communication,,"thread, person, gpt3, chatbot, childhood, journal, entries, order, conversations, child, experience","saved, heres, aigenerated, used, train, have, found, be, healing","username, compiled, inner","the compiled thread, a person, they, the experience","saved heres, summary, gpt3, a chatbot, their childhood journal entries, order to have conversations with their inner child, conversations with their inner child, their inner child",aigenerated,"bot, gpt bot, bots, chatbot, gpt chatbot, gpt bots, gpt3, chatbot gpt, chat gpt, discord, discord bot, chatbots, building chatbot, chat bot, gpt4, gpt3 chatbot, own documents, chat bots"
1597988842992275456,positive,,,model,"GPT3, AI",,,"gpt3, variant, something, ai, model, ride, poem, book, gpt4, results","is, took, asked, come, writing, are","new, i, new, impressive","new gpt3 variant, i, the results","the new ai model, a ride, a poem about me, me, another book on gpt4, gpt4",is,"gpt4, ai, gpt3, deeplearning gpt, ai gpt, will, future, gpt ai, ai tech"
1597988770779115520,neutral,,,,Wrapper,"use personal organization software, work independently",,"businesses, jasper, time, value, moats, entrants, top, base, models, gpt45, etc, home, grown, effort","work, got, need, be, created, inhousing, fail, be","username, only, significant, net, new, new, better","username wrapper only businesses, time significant net new value and moats, inhousing","2023 jasper, new entrants, top of the base models, the base models, gpt45, any home grown effort",work,"chatgpt, ai, will"
1597988356113178624,positive,,,,GPT3,,,"openai, upgrades, poetry, lyrics","gpt3, stunning, rhyming, devtalk",,openai upgrades gpt3,"rhyming poetry and lyrics, devtalk",stunning,"chatgpt, ai, will"
